Unnamed: 0,essay_num,op_index,time,op_loc,op_type,current_editor,add,delete,selected_text,cursor_location,recording_obj,Unnamed: 12,Unnamed: 13,Unnamed: 14
5926,16,0,320.033,editor,o,[''],,,,"[0, 0]","{'t': 320033, 'o': [{'o': 'o', 'i': [0, 0]}]}",,,
5927,16,1,328.768,editor,i,['T'],T',,,"[0, 0]","{'t': 328768, 'o': [{'o': 'i', 'i': [0, 0], 'a': 'T'}]}",,,
5928,16,2,330.441,editor,i,['The issue '],he issue ',,,"[0, 1]","{'t': [329022, 330441], 'l': 9, 'o': [{'o': 'i', 'i': [0, 1], 'a': 'he issue '}]}",,,
5929,16,3,332.609,editor,i,['The issue a'],a',,,"[0, 10]","{'t': 332609, 'o': [{'o': 'i', 'i': [0, 10], 'a': 'a'}]}",,,
5930,16,4,333.707,editor,i,['The issue at hand '],t hand ',,,"[0, 11]","{'t': [332722, 333707], 'l': 7, 'o': [{'o': 'i', 'i': [0, 11], 'a': 't hand '}]}",,,
5931,16,5,336.695,editor,i,['The issue at hand t'],t',,,"[0, 18]","{'t': 336695, 'o': [{'o': 'i', 'i': [0, 18], 'a': 't'}]}",,,
5932,16,6,339.06,editor,i,['The issue at hand talks abo'],alks abo',,,"[0, 19]","{'t': [336848, 339060], 'l': 8, 'o': [{'o': 'i', 'i': [0, 19], 'a': 'alks abo'}]}",,,
5933,16,7,340.682,editor,i,['The issue at hand talks abou'],u',,,"[0, 27]","{'t': 340682, 'o': [{'o': 'i', 'i': [0, 27], 'a': 'u'}]}",,,
5934,16,8,342.171,editor,i,['The issue at hand talks about the '],t the ',,,"[0, 28]","{'t': [340906, 342171], 'l': 6, 'o': [{'o': 'i', 'i': [0, 28], 'a': 't the '}]}",,,
5935,16,9,345.918,editor,d,['The issue at hand talks about the'],,,,"[[0, 33], [0, 34]]","{'t': 345918, 'o': [{'o': 'd', 'i': [[0, 33], [0, 34]]}]}",,,
5936,16,10,346.655,editor,d,['The issue at hand talks about'],,the',,"[[0, 29], [0, 33]]","{'t': [346080, 346655], 'l': 4, 'o': [{'o': 'd', 'i': [[0, 29], [0, 33]], 'd': [[1, 4]]}]}",,,
