Unnamed: 0,essay_num,op_index,time,op_loc,op_type,current_editor,add,delete,selected_text,cursor_location,recording_obj,Unnamed: 12,Unnamed: 13,Unnamed: 14
25702,75,0,481.884,editor,i,['I'],I',',',"[0, 0]","{'t': 481884, 'o': [{'o': 'i', 'i': [0, 0], 'a': 'I'}]}",,,
25703,75,1,484.479,editor,i,['I believe that '], believe that ',',',"[0, 1]","{'t': [482040, 484479], 'l': 14, 'o': [{'o': 'i', 'i': [0, 1], 'a': ' believe that '}]}",,,
25704,75,2,505.166,editor,i,['I believe that a'],a',',',"[0, 15]","{'t': 505166, 'o': [{'o': 'i', 'i': [0, 15], 'a': 'a'}]}",,,
25705,75,3,506.575,editor,i,['I believe that automation is '],utomation is ',',',"[0, 16]","{'t': [505168, 506575], 'l': 13, 'o': [{'o': 'i', 'i': [0, 16], 'a': 'utomation is '}]}",,,
25706,75,4,508.247,editor,i,['I believe that automation is g'],g',',',"[0, 29]","{'t': 508247, 'o': [{'o': 'i', 'i': [0, 29], 'a': 'g'}]}",,,
25707,75,5,509.227,editor,i,['I believe that automation is good for  '],ood for  ',',',"[0, 30]","{'t': [508312, 509227], 'l': 9, 'o': [{'o': 'i', 'i': [0, 30], 'a': 'ood for  '}]}",,,
25708,75,6,509.832,editor,d,['I believe that automation is good for'],',  ',',"[[0, 37], [0, 39]]","{'t': [509692, 509832], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 37], [0, 39]], 'd': [[1, 2]]}]}",,,
25709,75,7,510.0,editor,i,['I believe that automation is good for '], ',',',"[0, 37]","{'t': 510000, 'o': [{'o': 'i', 'i': [0, 37], 'a': ' '}]}",,,
25710,75,8,524.453,editor,i,['I believe that automation is good for p'],p',',',"[0, 38]","{'t': 524453, 'o': [{'o': 'i', 'i': [0, 38], 'a': 'p'}]}",,,
25711,75,9,526.356,editor,i,['I believe that automation is good for physical tasks '],hysical tasks ',',',"[0, 39]","{'t': [524698, 526356], 'l': 14, 'o': [{'o': 'i', 'i': [0, 39], 'a': 'hysical tasks '}]}",,,
25712,75,10,527.77,editor,i,['I believe that automation is good for physical tasks t'],t',',',"[0, 53]","{'t': 527770, 'o': [{'o': 'i', 'i': [0, 53], 'a': 't'}]}",,,
25713,75,11,530.456,editor,i,['I believe that automation is good for physical tasks that can improve saf'],hat can improve saf',',',"[0, 54]","{'t': [527930, 530456], 'l': 19, 'o': [{'o': 'i', 'i': [0, 54], 'a': 'hat can improve saf'}]}",,,
25714,75,12,530.985,editor,d,['I believe that automation is good for physical tasks that can improve '],',saf',',"[[0, 70], [0, 73]]","{'t': [530726, 530985], 'l': 3, 'o': [{'o': 'd', 'i': [[0, 70], [0, 73]], 'd': [[1, 3]]}]}",,,
25715,75,13,532.365,editor,i,['I believe that automation is good for physical tasks that can improve the safety '],the safety ',',',"[0, 70]","{'t': [531109, 532365], 'l': 11, 'o': [{'o': 'i', 'i': [0, 70], 'a': 'the safety '}]}",,,
25716,75,14,543.409,editor,i,['I believe that automation is good for physical tasks that can improve the safety o'],o',',',"[0, 81]","{'t': 543409, 'o': [{'o': 'i', 'i': [0, 81], 'a': 'o'}]}",,,
25717,75,15,545.79,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment,']","f a work environment,'",',',"[0, 82]","{'t': [543418, 545790], 'l': 21, 'o': [{'o': 'i', 'i': [0, 82], 'a': 'f a work environment,'}]}",,,
25718,75,16,546.365,editor,d,['I believe that automation is good for physical tasks that can improve the safety of a work environment'],',",'",',"[[0, 102], [0, 103]]","{'t': 546365, 'o': [{'o': 'd', 'i': [[0, 102], [0, 103]]}]}",,,
25719,75,17,546.748,editor,i,['I believe that automation is good for physical tasks that can improve the safety of a work environment by '], by ',',',"[0, 102]","{'t': [546465, 546748], 'l': 4, 'o': [{'o': 'i', 'i': [0, 102], 'a': ' by '}]}",,,
25720,75,18,547.574,editor,d,['I believe that automation is good for physical tasks that can improve the safety of a work environment'],', by ',',"[[0, 102], [0, 106]]","{'t': [547139, 547574], 'l': 4, 'o': [{'o': 'd', 'i': [[0, 102], [0, 106]], 'd': [[1, 4]]}]}",,,
25721,75,19,548.636,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by lee']",", by lee'",',',"[0, 102]","{'t': [547753, 548636], 'l': 8, 'o': [{'o': 'i', 'i': [0, 102], 'a': ', by lee'}]}",,,
25722,75,20,548.944,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by le']",',e',',"[[0, 109], [0, 110]]","{'t': 548944, 'o': [{'o': 'd', 'i': [[0, 109], [0, 110]]}]}",,,
25723,75,21,549.551,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting ']",tting ',',',"[0, 109]","{'t': [548983, 549551], 'l': 6, 'o': [{'o': 'i', 'i': [0, 109], 'a': 'tting '}]}",,,
25724,75,22,552.568,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting r']",r',',',"[0, 115]","{'t': 552568, 'o': [{'o': 'i', 'i': [0, 115], 'a': 'r'}]}",,,
25725,75,23,554.983,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle ']",obots handle ',',',"[0, 116]","{'t': [552702, 554983], 'l': 13, 'o': [{'o': 'i', 'i': [0, 116], 'a': 'obots handle '}]}",,,
25726,75,24,568.007,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle t']",t',',',"[0, 129]","{'t': 568007, 'o': [{'o': 'i', 'i': [0, 129], 'a': 't'}]}",,,
25727,75,25,569.872,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous ']",he more dangerous ',',',"[0, 130]","{'t': [568008, 569872], 'l': 18, 'o': [{'o': 'i', 'i': [0, 130], 'a': 'he more dangerous '}]}",,,
25728,75,26,570.354,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous']",', ',',"[[0, 147], [0, 148]]","{'t': 570354, 'o': [{'o': 'd', 'i': [[0, 147], [0, 148]]}]}",,,
25729,75,27,570.528,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous ']", ',',',"[0, 147]","{'t': 570528, 'o': [{'o': 'i', 'i': [0, 147], 'a': ' '}]}",,,
25730,75,28,570.737,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous']",', ',',"[[0, 147], [0, 148]]","{'t': 570737, 'o': [{'o': 'd', 'i': [[0, 147], [0, 148]]}]}",,,
25731,75,29,570.858,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous ']", ',',',"[0, 147]","{'t': 570858, 'o': [{'o': 'i', 'i': [0, 147], 'a': ' '}]}",,,
25732,75,30,571.013,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous']",', ',',"[[0, 147], [0, 148]]","{'t': 571013, 'o': [{'o': 'd', 'i': [[0, 147], [0, 148]]}]}",,,
25733,75,31,571.08,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous ']", ',',',"[0, 147]","{'t': 571080, 'o': [{'o': 'i', 'i': [0, 147], 'a': ' '}]}",,,
25734,75,32,571.241,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous']",', ',',"[[0, 147], [0, 148]]","{'t': 571241, 'o': [{'o': 'd', 'i': [[0, 147], [0, 148]]}]}",,,
25735,75,33,572.989,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on a ']", jobs on a ',',',"[0, 147]","{'t': [571312, 572989], 'l': 11, 'o': [{'o': 'i', 'i': [0, 147], 'a': ' jobs on a '}]}",,,
25736,75,34,573.964,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on a']",', ',',"[[0, 157], [0, 158]]","{'t': 573964, 'o': [{'o': 'd', 'i': [[0, 157], [0, 158]]}]}",,,
25737,75,35,576.376,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on an assembly line ']",n assembly line ',',',"[0, 157]","{'t': [574169, 576376], 'l': 16, 'o': [{'o': 'i', 'i': [0, 157], 'a': 'n assembly line '}]}",,,
25738,75,36,576.407,editor,d,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on an assembly line']",', ',',"[[0, 172], [0, 173]]","{'t': 576407, 'o': [{'o': 'd', 'i': [[0, 172], [0, 173]]}]}",,,
25739,75,37,577.04,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on an assembly line. ']",. ',',',"[0, 172]","{'t': [576954, 577040], 'l': 2, 'o': [{'o': 'i', 'i': [0, 172], 'a': '. '}]}",,,
25740,75,38,578.5,editor,i,"['I believe that automation is good for physical tasks that can improve the safety of a work environment, by letting robots handle the more dangerous jobs on an assembly line. A']",A',',',"[0, 174]","{'t': 578500, 'o': [{'o': 'i', 'i': [0, 174], 'a': 'A'}]}",,,
