Unnamed: 0,essay_num,op_index,time,op_loc,op_type,current_editor,add,delete,selected_text,cursor_location,recording_obj,Unnamed: 12,Unnamed: 13,Unnamed: 14
12289,35,0,103.597,editor,i,['T'],T',,,"[0, 0]","{'t': 103597, 'o': [{'o': 'i', 'i': [0, 0], 'a': 'T'}]}",,,
12290,35,1,103.878,editor,i,['Ths'],hs',,,"[0, 1]","{'t': [103672, 103878], 'l': 2, 'o': [{'o': 'i', 'i': [0, 1], 'a': 'hs'}]}",,,
12291,35,2,104.674,editor,d,['Th'],,s',,"[[0, 2], [0, 3]]","{'t': 104674, 'o': [{'o': 'd', 'i': [[0, 2], [0, 3]]}]}",,,
12292,35,3,105.571,editor,i,['The isse'],e isse',,,"[0, 2]","{'t': [104759, 105571], 'l': 6, 'o': [{'o': 'i', 'i': [0, 2], 'a': 'e isse'}]}",,,
12293,35,4,105.936,editor,d,['The iss'],,e',,"[[0, 7], [0, 8]]","{'t': 105936, 'o': [{'o': 'd', 'i': [[0, 7], [0, 8]]}]}",,,
12294,35,5,106.782,editor,i,['The issue of '],ue of ',,,"[0, 7]","{'t': [106180, 106782], 'l': 6, 'o': [{'o': 'i', 'i': [0, 7], 'a': 'ue of '}]}",,,
12295,35,6,109.398,editor,i,['The issue of a'],a',,,"[0, 13]","{'t': 109398, 'o': [{'o': 'i', 'i': [0, 13], 'a': 'a'}]}",,,
12296,35,7,110.675,editor,i,['The issue of artific'],rtific',,,"[0, 14]","{'t': [109613, 110675], 'l': 6, 'o': [{'o': 'i', 'i': [0, 14], 'a': 'rtific'}]}",,,
12297,35,8,112.594,editor,d,['The'],,issue of artific',,"[[0, 3], [0, 20]]","{'t': [111054, 112594], 'l': 17, 'o': [{'o': 'd', 'i': [[0, 3], [0, 20]], 'd': [[1, 17]]}]}",,,
12298,35,9,115.474,editor,i,['The usage of arit'],usage of arit',,,"[0, 3]","{'t': [112859, 115474], 'l': 14, 'o': [{'o': 'i', 'i': [0, 3], 'a': ' usage of arit'}]}",,,
12299,35,10,116.105,editor,d,['The usage of ar'],,it',,"[[0, 15], [0, 17]]","{'t': [115976, 116105], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 15], [0, 17]], 'd': [[1, 2]]}]}",,,
12300,35,11,116.63,editor,i,['The usage of artici'],tici',,,"[0, 15]","{'t': [116204, 116630], 'l': 4, 'o': [{'o': 'i', 'i': [0, 15], 'a': 'tici'}]}",,,
12301,35,12,117.239,editor,d,['The usage of arti'],,ci',,"[[0, 17], [0, 19]]","{'t': [117102, 117239], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 17], [0, 19]], 'd': [[1, 2]]}]}",,,
12302,35,13,126.69,editor,i,"['The usage of artificial intelligence has increased over the years, with ']","ficial intelligence has increased over the years, with '",,,"[0, 17]","{'t': [117601, 126690], 'l': 55, 'o': [{'o': 'i', 'i': [0, 17], 'a': 'ficial intelligence has increased over the years, with '}]}",,,
12303,35,14,128.813,editor,i,"['The usage of artificial intelligence has increased over the years, with p']",p',,,"[0, 72]","{'t': 128813, 'o': [{'o': 'i', 'i': [0, 72], 'a': 'p'}]}",,,
12304,35,15,136.786,editor,i,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming nr']",rograms like ChatGPT and others forming nr',,,"[0, 73]","{'t': [128891, 136786], 'l': 42, 'o': [{'o': 'i', 'i': [0, 73], 'a': 'rograms like ChatGPT and others forming nr'}]}",,,
12305,35,16,137.35,editor,d,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming n']",,r',,"[[0, 114], [0, 115]]","{'t': 137350, 'o': [{'o': 'd', 'i': [[0, 114], [0, 115]]}]}",,,
12306,35,17,139.058,editor,i,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to ']",ew ways to ',,,"[0, 114]","{'t': [137522, 139058], 'l': 11, 'o': [{'o': 'i', 'i': [0, 114], 'a': 'ew ways to '}]}",,,
12307,35,18,140.322,editor,i,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to e']",e',,,"[0, 125]","{'t': 140322, 'o': [{'o': 'i', 'i': [0, 125], 'a': 'e'}]}",,,
12308,35,19,140.724,editor,i,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to ench']",nch',,,"[0, 126]","{'t': [140449, 140724], 'l': 3, 'o': [{'o': 'i', 'i': [0, 126], 'a': 'nch'}]}",,,
12309,35,20,141.079,editor,d,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to en']",,ch',,"[[0, 127], [0, 129]]","{'t': [140922, 141079], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 127], [0, 129]], 'd': [[1, 2]]}]}",,,
12310,35,21,141.344,editor,i,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to enah']",ah',,,"[0, 127]","{'t': [141235, 141344], 'l': 2, 'o': [{'o': 'i', 'i': [0, 127], 'a': 'ah'}]}",,,
12311,35,22,141.745,editor,d,"['The usage of artificial intelligence has increased over the years, with programs like ChatGPT and others forming new ways to en']",,ah',,"[[0, 127], [0, 129]]","{'t': [141621, 141745], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 127], [0, 129]], 'd': [[1, 2]]}]}",,,
