Unnamed: 0,essay_num,op_index,time,op_loc,op_type,current_editor,add,delete,selected_text,cursor_location,recording_obj,Unnamed: 12,Unnamed: 13,Unnamed: 14
8278,24,0,36.768,editor,i,['I'],I',,,"[0, 0]","{'t': 36768, 'o': [{'o': 'i', 'i': [0, 0], 'a': 'I'}]}",,,
8279,24,1,38.34,editor,i,['Issue is '],ssue is ',,,"[0, 1]","{'t': [36966, 38340], 'l': 8, 'o': [{'o': 'i', 'i': [0, 1], 'a': 'ssue is '}]}",,,
8280,24,2,40.037,editor,d,['Issue '],,is ',,"[[0, 6], [0, 9]]","{'t': [39399, 40037], 'l': 3, 'o': [{'o': 'd', 'i': [[0, 6], [0, 9]], 'd': [[1, 3]]}]}",,,
8281,24,3,41.577,editor,i,['Issue i'],i',,,"[0, 6]","{'t': 41577, 'o': [{'o': 'i', 'i': [0, 6], 'a': 'i'}]}",,,
8282,24,4,42.816,editor,i,['Issue is about ua'],s about ua',,,"[0, 7]","{'t': [41678, 42816], 'l': 10, 'o': [{'o': 'i', 'i': [0, 7], 'a': 's about ua'}]}",,,
8283,24,5,43.664,editor,d,['Issue is about '],,ua',,"[[0, 15], [0, 17]]","{'t': [43528, 43664], 'l': 2, 'o': [{'o': 'd', 'i': [[0, 15], [0, 17]], 'd': [[1, 2]]}]}",,,
8284,24,6,44.712,editor,i,['Issue is about Automo'],Automo',,,"[0, 15]","{'t': [43993, 44712], 'l': 6, 'o': [{'o': 'i', 'i': [0, 15], 'a': 'Automo'}]}",,,
8285,24,7,45.647,editor,d,['Issue is about Autom'],,o',,"[[0, 20], [0, 21]]","{'t': 45647, 'o': [{'o': 'd', 'i': [[0, 20], [0, 21]]}]}",,,
8286,24,8,49.84,editor,i,['Issue is about Automati'],ati',,,"[0, 20]","{'t': [46963, 49840], 'l': 3, 'o': [{'o': 'i', 'i': [0, 20], 'a': 'ati'}]}",,,
8287,24,9,51.041,editor,i,['Issue is about Automation and'],on and',,,"[0, 23]","{'t': [49903, 51041], 'l': 6, 'o': [{'o': 'i', 'i': [0, 23], 'a': 'on and'}]}",,,
8288,24,10,53.859,editor,i,['Issue is about Automation and h'],h',,,"[0, 29]","{'t': [52271, 53859], 'l': 2, 'o': [{'o': 'i', 'i': [0, 29], 'a': ' h'}]}",,,
8289,24,11,65.145,editor,i,['Issue is about Automation and how humans can being replaced with machinery. Write a top'],ow humans can being replaced with machinery. Write a top',,,"[0, 31]","{'t': [53913, 65145], 'l': 56, 'o': [{'o': 'i', 'i': [0, 31], 'a': 'ow humans can being replaced with machinery. Write a top'}]}",,,
8290,24,12,66.172,editor,d,['Issue is about Automation and how humans can being replaced with machinery. Write a '],,top',,"[[0, 84], [0, 87]]","{'t': [65823, 66172], 'l': 3, 'o': [{'o': 'd', 'i': [[0, 84], [0, 87]], 'd': [[1, 3]]}]}",,,
8291,24,13,67.224,editor,i,['Issue is about Automation and how humans can being replaced with machinery. Write a es'],es',,,"[0, 84]","{'t': [67003, 67224], 'l': 2, 'o': [{'o': 'i', 'i': [0, 84], 'a': 'es'}]}",,,
8292,24,14,67.774,editor,d,['Issue is about Automation and how humans can being replaced with machinery. Write a'],,es',,"[[0, 83], [0, 86]]","{'t': [67477, 67774], 'l': 3, 'o': [{'o': 'd', 'i': [[0, 83], [0, 86]], 'd': [[1, 3]]}]}",,,
